text,label_name
upm stock fell percent euro 12.49 early afternoon trading helsinki,negative
yit baltic quarters totaled euros representing drop 29 percent,negative
adpnews sep 28 silicon wafers maker okmetic hel okm1v reduce number clerical workers 22 worldwide result personnel negotiations completed today,negative
demand fireplace products lower expected especially germany,negative
"currently foresees pre tax remain level reached 700,000 usd compared previous projections slightly better pre tax",negative
orders received review fell 17 recorded second,negative
announcement pushed freenet shares 6.3 eur0 .71 frankfurt trade eur10 .65 investors gave hope united internet ag pursue takeover freenet,negative
according addition normal situation weakened autumn,negative
changes situation price competition reduced demand packaging manufactured plant according,negative
building home improvement trade decreased 6.3 totalling,negative
building home improvement trade totalled earlier,negative
building home improvement trade decreased,negative
suominen corporation makes wipes nonwovens flexible packaging expects changes situation reduce suominen nonwovens wet wipes previously estimated volumes,negative
fiscal lower estimated negative,negative
unit industry hit poor major winter 2006 07,negative
drop explained continuing economic mixed current bank lending resulting decline demand products customers find increasingly difficult fund operations,negative
nokia price fell percent euros helsinki siemens shares fell percent euros frankfurt,negative
february elcoteq sold st petersburg facility according information reason supply problems russian service,negative
declined mainly increased cost wood recycled fiber strengthened euro,negative
fourth went eur3 eur4 .2 corresponding included costs growth projects,negative
upm kymmene corp world largest maker magazine paper tuesday reported 19 percent drop lower paper prices higher costs strong euro revenue,negative
bosse added trygvesta financial strength acquire entire unit,negative
meat atria longer promise sufficient domestic beef customers,negative
thanks internet consumers compare products previously companies competitive,negative
capital expenditure energy efficiency fallen decline economy,negative
rapid decrease personnel reductions carried wider scale initially expected,negative
excluding non recurring items decreased 6.2 16.8 representing 2.3,negative
waste management cleaning lassila tikanoja l&t went euro 35.3 euro 2006,negative
qualcomm estimated 46 50 cents excluding certain items analyst estimate 61 cents,negative
swedish stora enso understand decision issued federal judge brazil concerning stora enso associated pulp veracel,negative
margin slipped 14.4 15.1 dragged poor performance enterprise solutions,negative
result transactions aggregate holdings life sciences capital fund lp decreased cent total number shares votes,negative
result issuing shares directed offering joint holdings decreased 10 total number shares votes,negative
printing fell partly termination printing contract ilkka yhtyma printing house print oy sector player media ab december fall printing prices,negative
seven month ragutis controlled brewery olvi declined 11.2 percent liters held percent,negative
omx helsinki index 0.33 pct lower omx helsinki cap portfolio index 0.34 pct,negative
omx helsinki index 0.34 pct turnover,negative
repeats sees reporting helsinki tecnomen results,negative
comparable totaled 4.7 5.1 corresponding 2005 representing 7.4,negative
hobby hall decreased 10 international fell 19,negative
hobby hall decrease 26 pct implementing information system involved changing principal posting,negative
baltic states reports 11.9 14.2 operative ebit,negative
profits half 0.8 0.9 glisten invested brand management team,negative
decreased 2.0 international decreased 9.3 terms euros 15.1 terms local currencies,negative
comparable january june fell short corresponding performance,negative
result 12 month decreased eur0 .4 turnover decreased eur5 .6 compared 2004,negative
helsinki thomson financial shares cargotec fell sharply early afternoon trade cargo handling posted drop april june profits large number orders received months,negative
london marketwatch -- prices ended lower london monday bank stocks failed offset weakness ftse 100,negative
fell 35.4 including vessel gain 12.3,negative
paper segment decreased second second excluding non recurring items rose 8.0 7.6,negative
decreased 10.5 january outside dropped 17,negative
